phylum,class,order,family,genus,species,specificEpithet,body mass,body mass - units,original body mass,original body mass - units,metabolic rate,original metabolic rate,mass-specific metabolic rate,mass-specific metabolic rate - units
Chordata,Aves,Apodiformes,Trochilidae,Florisuga,Florisuga mellivora,mellivora,0.0069,kg,6.9,g,0.774333333,404,112.2222222,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Aglaeactis,Aglaeactis cupripennis,cupripennis,0.0072,kg,7.2,g,0.494,247,68.61111111,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Boissonneaua,Boissonneaua matthewsii,matthewsii,0.0072,kg,7.2,g,0.552,276,76.66666667,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Anthracothorax,Anthracothorax nigricollis,nigricollis,0.0077,kg,7.7,g,0.573222222,268,74.44444444,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Eugenes,Eugenes fulgens,fulgens,0.0079,kg,7.9,g,0.625416667,285,79.16666667,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Lampornis,Lampornis clemenciae,clemenciae,0.008,kg,8,g,0.56,252,70,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Lampornis,Lampornis clemenciae,clemenciae,0.0083,kg,8.3,g,0.696277778,302,83.88888889,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Oreotrochilus,Oreotrochilus estella,estella,0.0085,kg,8.5,g,0.684722222,290,80.55555556,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Oreotrochilus,Oreotrochilus estella,estella,0.0089,kg,8.9,g,0.536472222,217,60.27777778,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Eulampis,Eulampis jugularis,jugularis,0.0095,kg,9.5,g,0.538333333,204,56.66666667,W/kg
Chordata,Aves,Apodiformes,Trochilidae,Patagona,Patagona gigas,gigas,0.0175,kg,17.5,g,0.957638889,197,54.72222222,W/kg
Chordata,Aves,Charadriiformes,Laridae,Onychoprion,Onychoprion fuscatus,fuscatus,0.1504,kg,150.4,g,0.810488889,0.97,5.388888889,W/kg
Chordata,Aves,Struthioniformes,Struthionidae,Struthio,Struthio camelus,camelus,95.4,kg,95.4,kg,59.89,0.113,0.627777778,W/kg
Arthropoda,Insecta,Orthoptera,Tettigonildae,Requena,Requena verticalis,verticalis,0.000371,kg,0.371,g,0.000674474,0.248,1.817988677,W/kg
Arthropoda,Insecta,Hemiptera,Cicadidae,Fidicina,Fidicina mannifera,mannifera,0.00284,kg,2.84,g,0.00376907,0.633,1.327137327,W/kg
Arthropoda,Insecta,Blattodea,Blaberidae,Blaberus,Blaberus giganteous,giganteous,0.00433,kg,4.33,g,0.00359114,0.16,0.829362659,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Aphodius,Aphodius fossor,fossor,0.0001213,kg,0.1213,g,0.000277811,0.1649,2.290277778,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Paraponera,Paraponera clavata,clavata,0.00019,kg,0.19,g,0.000411541,0.48,2.16600639,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Onymacris,Onymacris plana,plana,0.000691,kg,0.691,g,0.001286028,0.67,1.861111111,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Onymacris,Onymacris plana,plana,0.000687,kg,0.687,g,0.000573262,0.122,0.834442325,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Physadesmia,Physadesmia globosa,globosa,0.000652,kg,0.652,g,0.000655622,0.362,1.005555556,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Physadesmia,Physadesmia globosa,globosa,0.000743,kg,0.743,g,0.000625073,0.123,0.841282016,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Physosterna,Physosterna cribripes,cribripes,0.001226,kg,1.226,g,0.001300922,0.382,1.061111111,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Physosterna,Physosterna cribripes,cribripes,0.001285,kg,1.285,g,0.001024431,0.287,0.797222222,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Physosterna,Physosterna cribripes,cribripes,0.001226,kg,1.226,g,0.000779848,0.093,0.63609128,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Epiphysa,Epiphysa arenicola,arenicola,0.001187,kg,1.187,g,0.000901177,0.111,0.759205722,W/kg
Arthropoda,Insecta,Diptera,Pantophthalmidae,Pantophthalmus,Pantophthalmus tabaninus,tabaninus,0.001746,kg,1.746,g,0.002990889,0.577,1.712994897,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Sisyphus,Sisyphus fasciculatus,fasciculatus,0.000136,kg,0.136,g,0.000208533,0.276,1.533333333,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Scarabaeus,Scarabaeus rusticus,rusticus,0.000564,kg,0.564,g,0.000476267,0.152,0.844444444,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Anachalcos,Anachalcos convexus,convexus,0.001421,kg,1.421,g,0.000876283,0.111,0.616666667,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Scarabaeus,Scarabaeus flavicornis,flavicornis,0.000322,kg,0.322,g,0.000280856,0.157,0.872222222,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Scarabaeus,Scarabaeus bacchus,bacchus,0.007285,kg,7.285,g,0.002064083,0.051,0.283333333,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Helius,Helius waitei,waitei,0.000716,kg,0.716,g,0.00137493,0.14,1.92029309,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Helius,Helius waitei,waitei,0.000672,kg,0.672,g,0.001666667,0.24,2.48015873,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Helius,Helius waitei,waitei,0.000704,kg,0.704,g,0.001424034,0.29,2.022776264,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Helius,Helius waitei,waitei,0.000757,kg,0.757,g,0.001076389,0.31,1.421913988,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Helius,Helius waitei,waitei,0.000716,kg,0.716,g,0.001178511,0.48,1.645965506,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Pterohelaeus,Pterohelaeus sp.,sp.,0.000252,kg,0.252,g,0.000274986,0.028,1.091214168,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Pterohelaeus,Pterohelaeus sp.,sp.,0.000245,kg,0.245,g,0.000479167,0.069,1.955782313,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Pterohelaeus,Pterohelaeus sp.,sp.,0.000229,kg,0.229,g,0.000309359,0.063,1.35091361,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Pterohelaeus,Pterohelaeus sp.,sp.,0.000258,kg,0.258,g,0.000395833,0.114,1.534237726,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Pterohelaeus,Pterohelaeus sp.,sp.,0.00025,kg,0.25,g,0.000294628,0.12,1.178511302,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Cerotalis,Cerotalis sp.,sp.,0.000607,kg,0.607,g,0.000451763,0.046,0.744254804,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Cerotalis,Cerotalis sp.,sp.,0.000562,kg,0.562,g,0.000472222,0.068,0.840253064,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Cerotalis,Cerotalis sp.,sp.,0.000552,kg,0.552,g,0.000343732,0.07,0.622703737,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Cerotalis,Cerotalis sp.,sp.,0.00056,kg,0.56,g,0.000284722,0.082,0.50843254,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Cerotalis,Cerotalis sp.,sp.,0.000558,kg,0.558,g,0.000287262,0.117,0.514806684,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Carenum,Carenum sp.,sp.,0.00461,kg,4.61,g,0.002661471,0.271,0.577325674,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Carenum,Carenum sp.,sp.,0.00424,kg,4.24,g,0.002416667,0.348,0.569968553,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Carenum,Carenum sp.,sp.,0.00439,kg,4.39,g,0.002504337,0.51,0.570463899,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Carenum,Carenum sp.,sp.,0.00343,kg,3.43,g,0.002055556,0.592,0.599287334,W/kg
Chordata,Aves,Galliformes,Odontophoridae,Callipepla,Callipepla californica,californica,0.1496,kg,149.6,g,0.797866667,0.96,5.333333333,W/kg
Chordata,Aves,Galliformes,Odontophoridae,Callipepla,Callipepla californica,californica,0.1274,kg,127.4,g,0.743166667,1.05,5.833333333,W/kg
Arthropoda,Insecta,Lepidoptera,Crambidae,Ostrinia,Ostrinia nubilalis,nubilalis,4e-05,kg,40,mg,0.000406892,2.06,10.17231068,W/kg
Arthropoda,Insecta,Lepidoptera,Crambidae,Ostrinia,Ostrinia nubilalis,nubilalis,6.65e-05,kg,66.5,mg,0.000702729,2.14,10.56735188,W/kg
Arthropoda,Insecta,Lepidoptera,Crambidae,Ostrinia,Ostrinia nubilalis,nubilalis,3.36e-05,kg,33.6,mg,0.00034013,2.05,10.12293054,W/kg
Arthropoda,Insecta,Lepidoptera,Crambidae,Ostrinia,Ostrinia nubilalis,nubilalis,6.22e-05,kg,62.2,mg,0.000540574,1.76,8.690906216,W/kg
Arthropoda,Insecta,Lepidoptera,Crambidae,Ostrinia,Ostrinia nubilalis,nubilalis,3.28e-05,kg,32.8,mg,0.000236472,1.46,7.209501747,W/kg
Arthropoda,Insecta,Lepidoptera,Crambidae,Ostrinia,Ostrinia nubilalis,nubilalis,5.65e-05,kg,56.5,mg,0.000337587,1.21,5.974998023,W/kg
Arthropoda,Insecta,Blattodea,Blattidae,Periplaneta,Periplaneta americana,americana,0.00073,kg,0.73,g,0.002108889,0.52,2.888888889,W/kg
Arthropoda,Insecta,Blattodea,Blaberidae,Blaberus,Blaberus discoidalis,discoidalis,0.00408,kg,4.08,g,0.003853333,0.17,0.944444444,W/kg
Arthropoda,Insecta,Blattodea,Blaberidae,Gromphadorhina,Gromphadorhina chopardi,chopardi,0.0034,kg,3.4,g,0.002644444,0.14,0.777777778,W/kg
Arthropoda,Insecta,Blattodea,Blaberidae,Eublaberus,Eublaberus posticus,posticus,0.0022,kg,2.2,g,0.004155556,0.34,1.888888889,W/kg
Arthropoda,Insecta,Blattodea,Blaberidae,Byrsotria,Byrsotria fumagata,fumagata,0.00495,kg,4.95,g,0.0055,0.2,1.111111111,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus herculeanus,herculeanus,7.48e-06,kg,7.48,mg,0.000111784,2.69,14.94444444,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus herculeanus,herculeanus,1.042e-05,kg,10.42,mg,0.000237923,4.11,22.83333333,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Formica,Formica fusca,fusca,1.46e-06,kg,1.46,mg,2.14944444444445e-05,2.65,14.72222222,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Formica,Formica fusca,fusca,1.23e-06,kg,1.23,mg,3.82666666666667e-05,5.6,31.11111111,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica alaskensis,alaskensis,1.15e-06,kg,1.15,mg,1.0925e-05,1.71,9.5,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica alaskensis,alaskensis,6.7e-07,kg,0.67,mg,9.08222222222223e-06,2.44,13.55555556,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Leptothorax,Leptothorax acerovorum,acerovorum,3.7e-07,kg,0.37,mg,5.03611111111111e-06,2.45,13.61111111,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomymex,Pogonomymex maricopa,maricopa,3.78e-06,kg,3.78,mg,3.528e-05,1.68,9.333333333,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Aphaenogaster,Aphaenogaster cockerelli,cockerelli,4.72e-06,kg,4.72,mg,8.12888888888889e-05,3.1,17.22222222,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus vafer,vafer,4.51e-06,kg,4.51,mg,5.78783333333333e-05,2.31,12.83333333,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Forelius,Forelius foetidus,foetidus,1e-07,kg,0.1,mg,1.32222222222222e-06,2.38,13.22222222,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus sp.,sp.,1.541e-05,kg,15.41,mg,7.705e-05,0.9,5,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus laevigatus,laevigatus,1.915e-05,kg,19.15,mg,0.000115964,1.09,6.055555556,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Formica,Formica occulta,occulta,1.3e-06,kg,1.3,mg,1.92111111111111e-05,2.66,14.77777778,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,Lasius sitiens,sitiens,2.9e-07,kg,0.29,mg,3.19e-06,1.98,11,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Anthia,Anthia babaulti,babaulti,0.001295,kg,1.295,g,0.003174438,5.2,2.451303508,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Cypholoba,Cypholoba bihamata,bihamata,0.000245,kg,0.245,g,0.000947052,8.2,3.86551707,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Cypholoba,Cypholoba tenuicollis,tenuicollis,5.9e-05,kg,0.059,g,0.000241972,8.7,4.101219331,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Cypholoba,Cypholoba tetrastigma,tetrastigma,0.000132,kg,0.132,g,0.000790263,12.7,5.986837414,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Cypholoba,Cypholoba trilunata,trilunata,0.000213,kg,0.213,g,0.000522128,5.2,2.451303508,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Cypholoba,Cypholoba sp.,sp.,0.000192,kg,0.192,g,0.000923199,10.2,4.808326112,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Chilanthia,Chilanthia cavernosa,cavernosa,0.001026,kg,1.026,g,0.001547715,3.2,1.508494467,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Anthia,Anthia hexastictum,hexastictum,0.002025,kg,2.025,g,0.002386485,2.5,1.178511302,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Cypholoba,Cypholoba chanleri,chanleri,0.000326,kg,0.326,g,0.000768389,5,2.357022604,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Crepidogaster,Crepidogaster bioculata,bioculata,0.000171,kg,0.171,g,0.000282136,3.5,1.649915823,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Triaenogenius,Triaenogenius sculpturatus,sculpturatus,0.00017,kg,0.17,g,0.000336583,4.2,1.979898987,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Calosoma,Calosoma chlorostictum,chlorostictum,0.000521,kg,0.521,g,0.000785926,3.2,1.508494467,W/kg
Arthropoda,Insecta,Coleoptera,Carabidae,Calosoma,Calosoma indet,indet,7.9e-05,kg,0.079,g,0.000525097,14.1,6.646803743,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Phrynocolus,Phrynocolus petrosus,petrosus,0.001109,kg,1.109,g,0.000350268,0.67,0.315841029,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Phrynocolus,Phrynocolus sp.,sp.,0.000204,kg,0.204,g,0.000188486,1.96,0.923952861,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Vieta,Vieta muscosa,muscosa,0.00014,kg,0.14,g,0.000133313,2.02,0.952237132,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Pimelia,Pimelia cenchronota,cenchronota,0.001474,kg,1.474,g,0.000611468,0.88,0.414835978,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Adesmia,Adesmia baccata,baccata,0.000407,kg,0.407,g,0.000176513,0.92,0.433692159,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Rhytinota,Rhytinota praelonga,praelonga,0.000105,kg,0.105,g,9.84999746192861e-05,1.99,0.938094996,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Zophosis,Zophosis congesta,congesta,1.1e-05,kg,0.011,g,1.01116269709676e-05,1.95,0.919238816,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Peristeptus,Peristeptus sp.,sp.,5.5e-05,kg,0.055,g,5.3669404692059e-05,2.07,0.975807358,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Phrynocolus,Phrynocolus auriculatus,auriculatus,0.000193,kg,0.193,g,0.000166495,1.83,0.862670273,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Vieta,Vieta bulbifera,bulbifera,0.000479,kg,0.479,g,0.000530636,2.35,1.107800624,W/kg
Arthropoda,Insecta,Blattodea,Blaberidae,Nauphoeta,Nauphoeta cinerea,cinerea,0.000515,kg,0.515,g,0.000728168,0.217,1.413917689,W/kg
Arthropoda,Insecta,Coleoptera,Cerambycidae,Stenodontes,Stenodontes molaria,molaria,0.001798,kg,1.798,g,0.004211894,0.66,2.34254392,W/kg
Arthropoda,Insecta,Coleoptera,Cerambycidae,Stenodontes,Stenodontes molaria,molaria,0.004089,kg,4.089,g,0.008060182,1.22,1.97118649,W/kg
Arthropoda,Insecta,Coleoptera,Cerambycidae,Stenodontes,Stenodontes molaria,molaria,0.002674,kg,2.674,g,,,,
Arthropoda,Insecta,Coleoptera,Cerambycidae,Stenodontes,Stenodontes sp.,sp.,0.003814,kg,3.814,g,,,,
Arthropoda,Insecta,Coleoptera,Cerambycidae,Stenodontes,Stenodontes sp.,sp.,0.001043,kg,1.043,g,0.00200968,0.3,1.926826187,W/kg
Arthropoda,Insecta,Coleoptera,Cerambycidae,Dryoctenes,Dryoctenes scrupulosa,scrupulosa,0.001823,kg,1.823,g,0.002782419,0.43,1.52628586,W/kg
Arthropoda,Insecta,Coleoptera,Cerambycidae,Macrodontia,Macrodontia dejeani,dejeani,0.00486,kg,4.86,g,0.007681043,1.29,1.580461553,W/kg
Arthropoda,Insecta,Coleoptera,Cerambycidae,Xenambyx,Xenambyx laticauda,laticauda,0.001217,kg,1.217,g,0.001548117,0.26,1.272076601,W/kg
Arthropoda,Insecta,Coleoptera,Cerambycidae,Nyssicus,Nyssicus setosus,setosus,0.000996,kg,0.996,g,0.000704679,0.12,0.707508729,W/kg
Arthropoda,Insecta,Coleoptera,Cerambycidae,Brasilanus,Brasilanus batus,batus,0.001965,kg,1.965,g,0.00613843,0.91,3.123882796,W/kg
Arthropoda,Insecta,Coleoptera,Cerambycidae,Oncideres,Oncideres putator,putator,0.000681,kg,0.681,g,0.001079284,0.16,1.58485219,W/kg
Arthropoda,Insecta,Coleoptera,Cerambycidae,Acanthoderes,Acanthoderes circumflexa,circumflexa,0.000139,kg,0.139,g,0.000267957,0.04,1.927750324,W/kg
Arthropoda,Insecta,Coleoptera,Cerambycidae,Trachysomus,Trachysomus peregrinus,peregrinus,0.000547,kg,0.547,g,0.000594604,0.09,1.087026613,W/kg
Arthropoda,Insecta,Coleoptera,Cerambycidae,Eburia,Eburia sp.,sp.,0.000715,kg,0.715,g,0.002024461,0.34,2.831413965,W/kg
Arthropoda,Insecta,Coleoptera,Cerambycidae,Eburia,Eburia sp.,sp.,0.000449,kg,0.449,g,0.000615572,0.09,1.37098487,W/kg
Arthropoda,Insecta,Coleoptera,Cerambycidae,Acrocinus,Acrocinus longimanus,longimanus,0.005383,kg,5.383,g,0.018355075,2.74,3.409822536,W/kg
Arthropoda,Insecta,Coleoptera,Cerambycidae,Taeinotes,Taeinotes scalaris,scalaris,0.000397,kg,0.397,g,0.000937851,0.14,2.362343911,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Pelidnota,Pelidnota sp.,sp.,0.000937,kg,0.937,g,0.000524886,0.08,0.560176763,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Pelidnota,Pelidnota sp.,sp.,0.001105,kg,1.105,g,0.001905375,0.32,1.724321307,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Pelidnota,Pelidnota sp.,sp.,0.001078,kg,1.078,g,0.001086735,0.18,1.008102841,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Pelidnota,Pelidnota sp.,sp.,0.003879,kg,3.879,g,0.00200593,0.31,0.517125565,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Pelidnota,Pelidnota sp.,sp.,0.005289,kg,5.289,g,0.001722222,0.31,0.325623411,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Pelidnota,Pelidnota sp.,sp.,0.001335,kg,1.335,g,0.001250402,0.21,0.936630991,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Strategus,Strategus aloeus,aloeus,0.00632,kg,6.32,g,,,,
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Strategus,Strategus aloeus,aloeus,0.0037,kg,3.7,g,0.003112331,0.53,0.841170513,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Strategus,Strategus aloeus,aloeus,0.005389,kg,5.389,g,0.005477953,0.92,1.016506449,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Strategus,Strategus aloeus,aloeus,0.0048,kg,4.8,g,0.006000312,0.96,1.250064983,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Coeloesis,Coeloesis biloba,biloba,0.00278,kg,2.78,g,0.001845832,0.31,0.663968372,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Coeloesis,Coeloesis biloba,biloba,0.00469,kg,4.69,g,0.005615859,0.88,1.197411221,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cyclocephala,Cyclocephala sp.,sp.,0.000273,kg,0.273,g,0.000774059,0.13,2.835379531,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cyclocephala,Cyclocephala sp.,sp.,0.000338,kg,0.338,g,0.000899357,0.15,2.660819124,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cyclocephala,Cyclocephala sp.,sp.,0.00017,kg,0.17,g,0.000476344,0.08,2.802022124,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cyclocephala,Cyclocephala sp.,sp.,0.000204,kg,0.204,g,0.000202366,0.03,0.991989285,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Anomala,Anomala sp.,sp.,1e-04,kg,0.1,g,0.000134911,0.02,1.349105427,W/kg
Arthropoda,Insecta,Coleoptera,Scarabaeidae,Dyscinetus,Dyscinetus sp.,sp.,0.00039,kg,0.39,g,0.000462469,0.07,1.185819061,W/kg
Arthropoda,Insecta,Coleoptera,Passalidae,Popilius,Popilius sp.,sp.,0.000724,kg,0.724,g,,,,
Arthropoda,Insecta,Coleoptera,Passalidae,Popilius,Popilius sp.,sp.,0.000563,kg,0.563,g,0.000787328,0.12,1.398451938,W/kg
Arthropoda,Insecta,Coleoptera,Passalidae,Popilius,Popilius sp.,sp.,0.000744,kg,0.744,g,,,,
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nyctobates,Nyctobates procerus,procerus,0.002198,kg,2.198,g,0.001726746,0.29,0.785598787,W/kg
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Zophobas,Zophobas sp.,sp.,0.000535,kg,0.535,g,0.001250402,0.21,2.337200697,W/kg
Arthropoda,Insecta,Diptera,Glossinidae,Glossina,Glossina pallidipes,pallidipes,2.316e-05,kg,23.16,mg,0.000151693,0.0214,6.549775686,W/kg
Arthropoda,Insecta,Diptera,Glossinidae,Glossina,Glossina pallidipes,pallidipes,2.672e-05,kg,26.72,mg,0.000158781,0.0224,5.94241219,W/kg
Arthropoda,Insecta,Blattodea,Rhinotermitidae,Coptotermes,Coptotermes formosanus,formosanus,3.99e-06,kg,3.99,mg,1.02289860787897e-05,0.31,2.563655659,W/kg
Arthropoda,Insecta,Blattodea,Rhinotermitidae,Reticlitermes,Reticlitermes flavipes,flavipes,4.14e-06,kg,4.14,mg,1.73582643703274e-05,0.507,4.192817481,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis invicta,invicta,2.96e-06,kg,0.00296,g,6.64355555555556e-06,0.404,2.244444444,W/kg
Arthropoda,Insecta,Hemiptera,Reduviidae,Rhodnius,Rhodnius prolixus,prolixus,2e-05,kg,0.02,g,0.000154149,109,7.707463915,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,9.4e-07,kg,0.94,mg,7.91959594928933e-06,5.6,8.425102074,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,9.8e-07,kg,0.98,mg,2.54558441227157e-06,1.8,2.597535115,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,1.15e-06,kg,1.15,mg,3.25269119345812e-06,2.3,2.828427125,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,1.17e-06,kg,1.17,mg,5.09116882454314e-06,3.6,4.351426346,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,1.59e-06,kg,1.59,mg,4.94974746830583e-06,3.5,3.113048722,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,1.9e-06,kg,1.9,mg,5.23259018078045e-06,3.7,2.753994832,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,2.9e-06,kg,2.9,mg,1.24450793488832e-05,8.8,4.291406672,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,3.32e-06,kg,3.32,mg,1.08894444302728e-05,7.7,3.279953142,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,4.3e-06,kg,4.3,mg,1.58391918985787e-05,11.2,3.683533,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,4.64e-06,kg,4.64,mg,9.75807358037436e-06,6.9,2.103033099,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,4.74e-06,kg,4.74,mg,1.27279220613579e-05,9,2.685215625,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,4.87e-06,kg,4.87,mg,1.28693434175952e-05,9.1,2.64257565,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,5.58e-06,kg,5.58,mg,1.38592929112563e-05,9.8,2.483744249,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,6.02e-06,kg,6.02,mg,1.83847763108502e-05,13,3.053949553,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,6.58e-06,kg,6.58,mg,1.88090403795622e-05,13.3,2.858516775,W/kg
